date,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
173,0,880,107,2967,608,739,1359,1886,1340,251,1955,6,422,710,2523,1366,74,686,165,43,331,1228,0,3153,769,2335,727,329,1139,39,15,376,0,91
174,957,1649,1435,123,959,1805,2640,1299,476,1330,377,1253,14,962,1233,317,75,2044,2163,32,1503,407,1686,2153,3053,1233,1626,147,657,214,0,1541,302,1
175,0,2297,89,32,685,2343,208,3087,2010,114,84,519,267,1938,1857,1540,752,2113,610,934,42,2177,1343,709,462,1252,1368,744,846,186,96,408,3374,3222
176,14,2247,1004,1523,941,244,1710,138,334,313,2,979,124,866,1246,672,505,1187,1265,232,392,1291,1023,714,65,2588,1540,138,12,790,724,438,647,1387
177,5,504,5016,203,528,845,728,223,1080,352,76,121,277,849,73,1216,1949,2048,986,692,97,991,734,1595,340,3473,891,860,1635,1151,16,1023,3290,847
178,35,5845,1001,570,1076,3612,241,2753,169,1402,603,950,674,1432,992,1539,848,2941,1438,34,108,3822,1642,2499,4787,2869,1495,1454,707,256,268,459,57,695
179,25,5818,1549,2156,945,489,530,1711,2536,757,2,1270,336,181,2763,1211,319,555,1093,198,53,1671,3995,2293,705,5927,1693,2933,1187,774,308,993,372,
180,1144,1254,937,3239,5291,545,2162,754,3066,2292,994,1239,860,311,475,4090,976,539,1205,670,1042,1286,1252,40,3098,4905,1683,1429,474,200,81,464,43,86
181,8145,1120,1486,4753,3891,2721,3558,7,848,841,1062,1741,398,1918,2405,3672,90,528,1086,1300,1481,2706,6,4877,54,2116,662,150,400,344,67,1551,2114,1857
182,1775,1393,190,2743,2307,822,274,1070,218,210,520,1979,1101,1453,1208,1487,0,679,3271,1076,849,472,434,3405,1083,1869,2575,1021,61,261,177,1188,903,3406
183,604,1449,1100,2707,902,218,1551,423,1114,50,602,512,2379,3161,722,151,882,2405,2067,771,53,731,1549,2075,470,1646,1566,2142,2611,3389,586,271,3657,1524
184,2755,1911,2948,6045,170,961,2518,822,2057,1348,1639,2130,2260,498,1322,2446,1670,1544,2256,27,1266,1962,437,2617,76,1543,801,3050,2817,1575,682,1208,1954,2609
185,987,3438,2833,390,729,733,711,764,2292,1148,213,4268,1936,47,357,2719,2124,1516,1917,959,2130,2468,3026,3967,245,6851,470,2584,2132,64,1272,2241,1687,2783
186,94,1374,70,132,358,624,4638,1178,861,1503,26,2016,783,302,868,2436,768,396,422,844,2173,2828,1856,77,1379,2436,6362,4133,1917,258,73,1754,1560,4445
187,253,76,10,1171,451,1929,645,791,1821,455,3715,719,1,1379,1877,5246,905,1251,753,1210,1032,704,1957,394,1178,4524,636,4155,2139,211,99,1015,45,3401
188,490,1684,996,1334,364,964,1017,1543,1521,1368,2495,2284,456,648,7643,4917,514,2792,3048,1313,411,1180,1474,218,3300,864,1723,648,1853,1356,7,2063,1962,1317
189,3679,930,709,833,3178,2382,656,598,2323,291,2060,131,197,1464,2757,1004,1066,1632,1706,841,700,5,990,5347,1727,439,4379,3282,3351,516,1,1766,1085,4294
190,281,3613,2109,5578,1458,1561,164,1707,408,58,1830,511,1710,807,1583,34,1197,4175,2758,1987,294,1324,1012,2921,882,332,1735,1772,1320,1512,233,430,3713,7707
191,20,4184,1482,3682,562,861,1613,327,4559,552,614,2556,1028,307,58,248,337,450,1223,421,568,6550,1140,4001,971,305,1336,1609,1303,4042,4225,305,1360,1487
192,1329,2423,216,2755,633,1984,2720,70,1534,1053,1392,282,2185,138,2747,1701,555,2005,190,1570,257,2791,932,3293,1304,1081,3522,2708,1446,913,1384,1680,1956,3211
193,1683,1499,222,1233,602,2608,3422,854,1172,2385,2217,62,103,44,723,431,802,1875,2025,438,272,5742,787,2178,1452,2720,1567,5650,1670,350,702,865,2062,2519
194,1021,1190,839,2907,2045,287,1307,927,418,971,3856,1356,754,936,5533,1187,1732,159,1734,1990,1417,2611,643,931,1715,4582,2498,2907,1310,1027,373,1121,2074,1125
195,4210,548,560,1979,1552,931,1468,477,314,167,3646,1202,205,3217,2378,1605,305,318,4660,3305,26,2313,742,2512,937,5101,2033,3416,234,1429,254,1429,500,750
196,255,94,3556,2595,1635,842,1806,661,727,349,631,1369,404,2134,528,1148,49,275,1756,1824,1131,176,255,816,679,3404,1138,2322,974,784,2212,877,1733,861
197,72,601,4923,1562,1332,814,731,241,1131,785,1935,2425,403,2716,5315,239,2629,969,1972,1255,1782,125,970,3722,77,1636,1990,1255,47,2546,1531,4905,2026,5522
198,175,472,1751,2638,1028,146,461,1069,1053,595,606,729,25,2610,112,1255,1583,450,273,623,139,688,2013,2357,552,1915,3347,5061,1386,2207,197,1550,618,3153
199,190,937,940,1481,2819,221,2828,1166,1913,1488,2216,183,1353,984,2524,2099,1001,668,2065,1301,143,4395,35,1667,819,663,6097,794,3977,1277,175,2798,244,2332
200,519,1156,1398,1894,12856,1627,2208,339,3262,831,561,3689,776,2432,0,2203,1173,2549,2199,1141,1455,1499,465,5826,975,1154,2311,2522,2219,1829,477,2503,3557,5211
201,1714,1017,3513,911,877,966,3174,1650,443,638,308,3887,260,2365,609,1492,41,627,202,443,610,1813,4,2138,2906,2085,6429,3239,1474,734,352,21,177,4033
202,717,897,2606,2587,4813,1176,487,58,344,1125,69,311,154,1611,172,1504,1009,700,2496,1855,410,744,1604,2091,1184,2324,3083,3165,572,1416,2207,1360,1625,1406
203,64,110,3713,641,3670,1369,1075,869,2402,566,1680,1769,235,2117,19,2469,1918,808,2033,1206,2,1881,1159,1347,508,1654,1587,683,134,299,68,4979,934,2530
204,0,951,619,229,558,264,1457,225,1222,765,208,2493,1335,603,821,3263,274,930,3276,4679,80,1716,371,3384,552,2048,1104,707,1060,301,225,2472,967,2589
205,2275,70,1366,500,3597,1362,2444,432,397,637,224,214,374,331,503,2383,548,726,427,670,26,1328,721,621,199,1780,2216,2150,2733,176,309,755,571,1539
206,4,2758,341,101,754,901,1848,1938,818,699,112,67,19,1410,15,2121,2350,188,4285,1370,,1212,3469,789,657,700,2210,2030,396,1464,733,987,1430,2444
207,3378,1649,280,578,409,1374,2313,122,304,847,220,784,434,1530,203,2286,569,216,2658,430,,2733,1148,788,3074,3110,3527,1292,461,1069,644,1588,2882,1058
208,484,1136,1118,300,497,1259,2443,554,784,973,710,1977,1378,1453,97,730,656,1150,202,135,,291,71,609,4320,1242,4920,2615,230,1444,569,1090,1912,2582
209,219,2267,153,,628,2463,2784,774,629,1177,1084,1514,1626,555,69,1144,944,493,919,2043,,403,488,367,2317,2223,347,1498,504,1626,1627,1549,1702,2040
210,1113,1654,,,496,544,492,806,740,639,1005,544,1571,723,236,824,90,176,2258,511,,652,518,1395,2265,1223,2404,1998,347,2043,490,1063,1474,873
211,948,473,,,957,198,2398,1847,585,859,549,219,583,1317,1108,639,782,132,2218,2755,,263,426,739,2548,443,41,2155,328,2542,642,807,1247,3361
212,1074,458,,,309,1155,378,1300,77,489,652,369,1031,337,215,2992,77,457,1151,1242,,94,36,513,643,1218,779,3914,308,1503,623,226,1162,789
213,377,737,,,1859,733,892,701,881,400,907,569,170,454,517,2474,92,,427,1683,,459,10,332,1152,327,1625,2725,288,1834,432,876,710,2822
214,101,1188,,,1346,1975,429,653,310,322,673,933,70,363,351,955,597,,2945,845,,430,135,518,591,250,1680,1235,248,1727,48,1695,1136,1568
215,1319,1013,,,908,2139,944,229,1713,409,1177,3135,465,855,798,1759,553,,1354,436,,1124,135,229,1691,181,1563,1616,239,1516,113,321,744,1122
216,57,1045,,,816,1399,882,,991,331,285,935,276,507,868,1222,209,,531,656,,908,150,1913,871,87,681,661,517,1679,125,1372,565,1681
217,445,250,,,441,687,,,708,152,464,459,495,615,828,651,112,,749,1428,,594,,265,2393,,1042,255,464,582,213,1461,386,1250
218,323,562,,,217,,,,905,628,,493,376,117,127,530,590,,1185,2122,,,,1095,702,,,503,1195,1239,436,2356,193,2180
219,323,195,,,,,,,1831,510,,,265,27,31,807,101,,1458,1049,,,,136,164,,,59,1708,2037,54,2901,220,2470
220,7,313,,,,,,,,,,,361,60,,867,98,,1892,1018,,,,,159,,,,717,310,,1500,61,1603
221,76,255,,,,,,,,,,,193,,,,182,,492,885,,,,,,,,,433,964,,1206,,2353
222,15,242,,,,,,,,,,,,,,,,,410,1017,,,,,,,,,393,848,,576,,
223,44,213,,,,,,,,,,,,,,,,,505,330,,,,,,,,,459,,,,,
224,64,67,,,,,,,,,,,,,,,,,2114,1032,,,,,,,,,272,,,,,
225,81,332,,,,,,,,,,,,,,,,,3801,256,,,,,,,,,,,,,,
226,56,174,,,,,,,,,,,,,,,,,614,,,,,,,,,,,,,,,
227,123,227,,,,,,,,,,,,,,,,,678,,,,,,,,,,,,,,,
228,98,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
